Subject,Position,Session,A_x,A_y,A_z,G_x,G_y,G_z,C_1,Workout
1,leg,1,0.49846,0.499824,0.745429,0.500509,0.500527,0.499993,0.504434,Null
1,leg,1,0.500046,0.498129,0.744861,0.500043,0.49991,0.49944,0.491712,Null
1,leg,1,0.49813,0.501579,0.744145,0.500074,0.500336,0.49953,0.517001,Null
1,leg,1,0.50164,0.501082,0.744452,0.499801,0.50019,0.500346,0.476626,Null
1,leg,1,0.498627,0.499608,0.743802,0.499765,0.500256,0.500126,0.445435,Null
1,leg,1,0.497156,0.501948,0.745133,0.499708,0.499705,0.50027,0.528186,Null
1,leg,1,0.49747,0.499054,0.746096,0.50021,0.500288,0.49987,0.526777,Null
1,leg,1,0.498996,0.500078,0.744263,0.499983,0.500196,0.499914,0.502209,Null
1,leg,1,0.500605,0.50014,0.744694,0.5001,0.500426,0.49993,0.47849,Null
1,leg,1,0.501159,0.500218,0.743137,0.500071,0.499941,0.500316,0.478109,Null
1,leg,1,0.501291,0.500536,0.74494,0.499575,0.499976,0.499851,0.512486,Null
1,leg,1,0.499156,0.499856,0.745598,0.499824,0.499836,0.50001,0.487283,Null
1,leg,1,0.499803,0.499771,0.744083,0.500174,0.499868,0.500008,0.513974,Null
1,leg,1,0.501804,0.501834,0.747405,0.499811,0.499824,0.499868,0.517202,Null
1,leg,1,0.498353,0.498019,0.74317,0.499785,0.499858,0.499527,0.517978,Null
1,leg,1,0.499351,0.500338,0.744433,0.499815,0.499978,0.500118,0.527692,Null
1,leg,1,0.50027,0.502801,0.743472,0.499888,0.49984,0.499888,0.518209,Null
1,leg,1,0.499378,0.501419,0.747538,0.500395,0.500153,0.500257,0.53065,Null
1,leg,1,0.500795,0.500764,0.744219,0.500151,0.499973,0.499887,0.525682,Null
1,leg,1,0.501089,0.500884,0.745617,0.500195,0.500626,0.499799,0.505881,Null
1,leg,1,0.501627,0.50126,0.745029,0.499917,0.500148,0.500391,0.516134,Null
1,leg,1,0.501443,0.499901,0.746232,0.499873,0.499884,0.499783,0.46714,Null
1,leg,1,0.500182,0.500234,0.745034,0.499754,0.500093,0.499735,0.508441,Null
1,leg,1,0.498924,0.499197,0.744235,0.500116,0.50006,0.499949,0.510266,Null
1,leg,1,0.498974,0.497304,0.748595,0.499946,0.499473,0.499841,0.511081,Null
1,leg,1,0.498467,0.49948,0.746266,0.4996,0.499679,0.500231,0.475229,Null
1,leg,1,0.500306,0.500105,0.743622,0.499879,0.5002,0.500271,0.47401,Null
1,leg,1,0.500182,0.500775,0.744948,0.500155,0.500162,0.499844,0.49594,Null
1,leg,1,0.500615,0.499743,0.746199,0.500072,0.499988,0.500673,0.517428,Null
1,leg,1,0.499658,0.502713,0.746964,0.499857,0.499939,0.500642,0.476633,Null
1,leg,1,0.504514,0.502147,0.74272,0.500092,0.500199,0.49971,0.481966,Null
1,leg,1,0.5006,0.498513,0.745865,0.499974,0.499904,0.500286,0.537952,Null
1,leg,1,0.499083,0.498587,0.74497,0.500245,0.499906,0.499917,0.454683,Null
1,leg,1,0.501379,0.497928,0.743153,0.500293,0.499661,0.499364,0.523827,Null
1,leg,1,0.499011,0.498311,0.745472,0.500209,0.500011,0.500506,0.491303,Null
1,leg,1,0.50001,0.49976,0.746195,0.499748,0.500098,0.499512,0.455959,Null
1,leg,1,0.500311,0.499284,0.74505,0.500054,0.49951,0.499991,0.500821,Null
1,leg,1,0.500408,0.499014,0.745,0.500389,0.49997,0.499871,0.485012,Null
1,leg,1,0.50146,0.499379,0.745509,0.500112,0.500469,0.500609,0.534323,Null
1,leg,1,0.500751,0.500221,0.743677,0.499829,0.500107,0.499673,0.501551,Null
1,leg,1,0.498142,0.500274,0.744875,0.499921,0.500033,0.500136,0.473314,Null
1,leg,1,0.500884,0.500788,0.745428,0.499825,0.499506,0.499967,0.51166,Null
1,leg,1,0.503535,0.500869,0.743604,0.500048,0.499996,0.50003,0.479485,Null
1,leg,1,0.500727,0.500721,0.74639,0.499853,0.499754,0.500243,0.509852,Null
1,leg,1,0.497778,0.49733,0.746144,0.499719,0.50002,0.499837,0.543768,Null
1,leg,1,0.501589,0.497794,0.746374,0.500212,0.500283,0.500145,0.46988,Null
1,leg,1,0.497442,0.500958,0.743862,0.499998,0.500011,0.500301,0.476445,Null
1,leg,1,0.499615,0.499288,0.746822,0.500153,0.499868,0.499944,0.489078,Null
1,leg,1,0.500614,0.499036,0.745959,0.499952,0.499743,0.499888,0.507522,Null
1,leg,1,0.499364,0.50082,0.74473,0.500127,0.500401,0.499682,0.504026,Null
1,leg,1,0.502256,0.501155,0.744323,0.499952,0.500193,0.499872,0.511913,Null
1,leg,1,0.500388,0.49939,0.745194,0.500144,0.499555,0.50034,0.49526,Null
1,leg,1,0.501472,0.499995,0.747075,0.500065,0.500048,0.500002,0.515624,Null
1,leg,1,0.501183,0.499646,0.745041,0.500055,0.499978,0.500011,0.49983,Null
1,leg,1,0.502073,0.500916,0.746123,0.499989,0.500215,0.499632,0.495022,Null
1,leg,1,0.501947,0.501712,0.744627,0.499878,0.500482,0.499914,0.492683,Null
1,leg,1,0.498601,0.498123,0.744273,0.499663,0.500315,0.500006,0.51207,Null
1,leg,1,0.498632,0.50129,0.745393,0.500066,0.499848,0.500144,0.495556,Null
1,leg,1,0.499418,0.501582,0.748026,0.499953,0.499714,0.500065,0.520425,Null
1,leg,1,0.499929,0.499704,0.74332,0.500154,0.499817,0.499788,0.487091,Null
1,leg,1,0.50133,0.501019,0.743827,0.50029,0.499821,0.500377,0.508103,Null
1,leg,1,0.501063,0.500157,0.746967,0.500407,0.500252,0.500323,0.494552,Null
1,leg,1,0.502868,0.500562,0.744655,0.500237,0.50035,0.49976,0.492909,Null
1,leg,1,0.498643,0.498735,0.744348,0.500093,0.499949,0.49996,0.496329,Null
1,leg,1,0.498105,0.500418,0.744801,0.500644,0.499957,0.500076,0.511818,Null
1,leg,1,0.499493,0.499249,0.744498,0.500051,0.499476,0.499977,0.52525,Null
1,leg,1,0.49973,0.49803,0.745777,0.500029,0.499852,0.499874,0.522896,Null
1,leg,1,0.502056,0.500877,0.745698,0.499935,0.499949,0.500126,0.535215,Null
1,leg,1,0.500808,0.501085,0.746173,0.500305,0.500382,0.500078,0.510248,Null
1,leg,1,0.499754,0.499616,0.744281,0.500558,0.50004,0.499632,0.478851,Null
1,leg,1,0.499273,0.499939,0.742471,0.499766,0.500442,0.500164,0.443982,Null
1,leg,1,0.499747,0.500161,0.745172,0.499873,0.500113,0.499845,0.506785,Null
1,leg,1,0.501088,0.499974,0.744181,0.499639,0.499738,0.499795,0.492017,Null
1,leg,1,0.500078,0.50154,0.744968,0.499792,0.499816,0.500136,0.521073,Null
1,leg,1,0.498796,0.498464,0.744638,0.499961,0.499658,0.500006,0.479133,Null
1,leg,1,0.499771,0.500092,0.745839,0.499967,0.500112,0.499732,0.482725,Null
1,leg,1,0.500959,0.503023,0.744994,0.499811,0.500482,0.499934,0.538652,Null
1,leg,1,0.499853,0.501669,0.746959,0.500082,0.499965,0.500101,0.511208,Null
1,leg,1,0.498459,0.500148,0.746286,0.500079,0.499687,0.49987,0.522226,Null
1,leg,1,0.500187,0.500151,0.743983,0.499601,0.500034,0.500327,0.523115,Null
1,leg,1,0.503277,0.501392,0.747517,0.499899,0.499837,0.499954,0.501926,Null
1,leg,1,0.500993,0.497679,0.744135,0.499971,0.500178,0.499633,0.48904,Null
1,leg,1,0.500461,0.498366,0.746007,0.499753,0.499947,0.500028,0.499699,Null
1,leg,1,0.498982,0.499355,0.746304,0.499789,0.500045,0.499863,0.501824,Null
1,leg,1,0.499094,0.498764,0.746021,0.49987,0.500326,0.500201,0.499118,Null
1,leg,1,0.499753,0.500014,0.744755,0.500297,0.50024,0.499714,0.493166,Null
1,leg,1,0.500866,0.50094,0.745048,0.499855,0.499705,0.499887,0.501096,Null
1,leg,1,0.499241,0.501342,0.74549,0.499901,0.499956,0.499769,0.483487,Null
1,leg,1,0.498924,0.500577,0.745234,0.499769,0.50013,0.499798,0.542454,Null
1,leg,1,0.50004,0.499097,0.745554,0.500171,0.499954,0.499601,0.526154,Null
1,leg,1,0.501822,0.500591,0.744709,0.499857,0.499351,0.500165,0.4867,Null
1,leg,1,0.500929,0.498723,0.746616,0.499671,0.499851,0.500064,0.498591,Null
1,leg,1,0.498127,0.499093,0.74728,0.499978,0.500141,0.499908,0.50788,Null
1,leg,1,0.50153,0.501371,0.746093,0.49939,0.500159,0.499755,0.493057,Null
1,leg,1,0.499342,0.498585,0.745963,0.499414,0.499822,0.500057,0.476102,Null
1,leg,1,0.50067,0.499426,0.744875,0.499874,0.500257,0.500362,0.524952,Null
1,leg,1,0.49992,0.500255,0.744161,0.499669,0.49982,0.499664,0.469333,Null
1,leg,1,0.498299,0.499867,0.745455,0.499935,0.499986,0.499877,0.489131,Null
1,leg,1,0.501997,0.501792,0.746675,0.500036,0.499832,0.499692,0.465143,Null
1,leg,1,0.497247,0.498348,0.74432,0.499917,0.500474,0.499987,0.450209,Null
1,leg,1,0.501702,0.501566,0.744714,0.500096,0.499919,0.499999,0.510617,Null
1,leg,1,0.500674,0.501234,0.745483,0.500276,0.50021,0.500204,0.523925,Null
1,leg,1,0.50153,0.499195,0.745624,0.499937,0.500148,0.499914,0.517874,Null
1,leg,1,0.500733,0.499872,0.745975,0.499882,0.500376,0.499984,0.477911,Null
1,leg,1,0.501129,0.498578,0.745069,0.499455,0.49995,0.499669,0.487824,Null
1,leg,1,0.500602,0.499525,0.745124,0.500192,0.499858,0.499887,0.494808,Null
1,leg,1,0.502051,0.500047,0.744497,0.499815,0.499953,0.500032,0.483688,Null
1,leg,1,0.499669,0.500586,0.744926,0.499788,0.500064,0.499798,0.475601,Null
1,leg,1,0.499677,0.500041,0.742944,0.500589,0.499667,0.500462,0.524587,Null
1,leg,1,0.499682,0.499566,0.745306,0.50011,0.500251,0.499931,0.477128,Null
1,leg,1,0.499348,0.499503,0.743179,0.499849,0.499731,0.500214,0.482942,Null
1,leg,1,0.500279,0.49959,0.744313,0.499703,0.499301,0.500245,0.521357,Null
1,leg,1,0.500114,0.501591,0.744148,0.499968,0.500332,0.500092,0.503616,Null
1,leg,1,0.501161,0.499419,0.74663,0.499833,0.50029,0.500383,0.487355,Null
1,leg,1,0.500791,0.498819,0.748366,0.500138,0.500286,0.500237,0.499692,Null
1,leg,1,0.499492,0.499937,0.747677,0.499995,0.499971,0.49991,0.514218,Null
1,leg,1,0.497661,0.498918,0.74528,0.499811,0.499692,0.500083,0.493671,Null
1,leg,1,0.50001,0.500293,0.744331,0.499979,0.50011,0.500451,0.510825,Null
1,leg,1,0.498663,0.499715,0.745848,0.499931,0.499742,0.49989,0.509758,Null
1,leg,1,0.502161,0.500904,0.743758,0.499883,0.500007,0.500659,0.502971,Null
1,leg,1,0.497897,0.501807,0.745594,0.49951,0.500194,0.5,0.500355,Null
1,leg,1,0.498808,0.501282,0.744872,0.500326,0.50042,0.49978,0.505317,Null
1,leg,1,0.500476,0.500008,0.744018,0.499892,0.500195,0.500023,0.511126,Null
1,leg,1,0.500681,0.49894,0.745501,0.499749,0.499761,0.49963,0.501676,Null
1,leg,1,0.499311,0.500432,0.744863,0.500093,0.49991,0.499821,0.468137,Null
1,leg,1,0.500654,0.497986,0.744783,0.500217,0.500048,0.499989,0.484746,Null
1,leg,1,0.502471,0.498917,0.746136,0.500375,0.500202,0.500376,0.509605,Null
1,leg,1,0.500872,0.499711,0.747666,0.499584,0.499744,0.499642,0.48657,Null
1,leg,1,0.499594,0.501616,0.744352,0.49937,0.500078,0.499914,0.493371,Null
1,leg,1,0.496966,0.499851,0.74512,0.50001,0.500524,0.500046,0.507568,Null
1,leg,1,0.501394,0.499254,0.745055,0.49969,0.500612,0.500088,0.509069,Null
1,leg,1,0.502221,0.499321,0.747564,0.499924,0.500132,0.499647,0.493608,Null
1,leg,1,0.500643,0.499195,0.745211,0.500037,0.500308,0.500149,0.503955,Null
1,leg,1,0.500103,0.500662,0.745525,0.499791,0.500367,0.499918,0.510695,Null
1,leg,1,0.501019,0.500856,0.74586,0.499738,0.500249,0.499681,0.499644,Null
1,leg,1,0.499059,0.498301,0.745155,0.499927,0.499742,0.500202,0.479956,Null
1,leg,1,0.500631,0.499462,0.74353,0.50041,0.499952,0.499669,0.469333,Null
1,leg,1,0.498534,0.50112,0.746639,0.500144,0.499759,0.499909,0.512122,Null
1,leg,1,0.500063,0.500584,0.745277,0.499826,0.499972,0.499964,0.502898,Null
1,leg,1,0.501789,0.499529,0.743795,0.499611,0.499811,0.500172,0.534084,Null
1,leg,1,0.499279,0.500124,0.743086,0.499777,0.499899,0.500004,0.440139,Null
1,leg,1,0.501076,0.500316,0.74584,0.499887,0.499684,0.500174,0.492209,Null
1,leg,1,0.501531,0.499685,0.744775,0.500404,0.500199,0.499277,0.471364,Null
1,leg,1,0.498833,0.501832,0.744926,0.499814,0.500031,0.499947,0.481305,Null
1,leg,1,0.49745,0.496769,0.742691,0.50035,0.500005,0.500251,0.502338,Null
1,leg,1,0.499508,0.502713,0.747812,0.500137,0.500202,0.499962,0.482428,Null
1,leg,1,0.502031,0.501408,0.746989,0.499788,0.499811,0.499864,0.511733,Null
1,leg,1,0.499254,0.500802,0.744203,0.500167,0.50017,0.500417,0.496539,Null
1,leg,1,0.501206,0.500447,0.744352,0.500087,0.500055,0.500666,0.481463,Null
1,leg,1,0.501356,0.498249,0.745658,0.499928,0.499976,0.500183,0.463993,Null
1,leg,1,0.500142,0.500471,0.743516,0.4999,0.500145,0.499728,0.501723,Null
1,leg,1,0.499275,0.499368,0.745629,0.500058,0.500873,0.499933,0.515383,Null
1,leg,1,0.502034,0.502227,0.745627,0.500256,0.499992,0.500161,0.481942,Null
1,leg,1,0.501595,0.501265,0.745974,0.50014,0.499961,0.499698,0.509611,Null
1,leg,1,0.500353,0.500042,0.7451,0.49998,0.500078,0.500307,0.486843,Null
1,leg,1,0.500126,0.50093,0.743375,0.500241,0.499928,0.500329,0.463807,Null
1,leg,1,0.500311,0.500176,0.746134,0.500227,0.499975,0.500023,0.454868,Null
1,leg,1,0.498238,0.501199,0.744268,0.500349,0.4999,0.500116,0.510437,Null
1,leg,1,0.50104,0.49762,0.742855,0.499936,0.49999,0.500425,0.490887,Null
1,leg,1,0.500343,0.500428,0.74589,0.499949,0.500158,0.500152,0.48987,Null
1,leg,1,0.499815,0.501616,0.748512,0.499875,0.500299,0.500167,0.52215,Null
1,leg,1,0.500884,0.499728,0.744686,0.500198,0.499999,0.499978,0.509035,Null
1,leg,1,0.502312,0.500281,0.742862,0.499955,0.499564,0.500317,0.546603,Null
1,leg,1,0.502404,0.497847,0.74502,0.500111,0.499953,0.500028,0.500759,Null
1,leg,1,0.499656,0.499912,0.743496,0.500491,0.500051,0.49959,0.498977,Null
1,leg,1,0.501455,0.49983,0.743545,0.50008,0.500077,0.499449,0.518459,Null
1,leg,1,0.500309,0.498659,0.744596,0.499914,0.500053,0.500064,0.51165,Null
1,leg,1,0.501918,0.500414,0.744946,0.499781,0.500092,0.499793,0.501132,Null
1,leg,1,0.499207,0.501051,0.746923,0.500152,0.500218,0.500494,0.5193,Null
1,leg,1,0.500051,0.500943,0.747242,0.499912,0.499745,0.499607,0.47073,Null
1,leg,1,0.499253,0.501091,0.745167,0.500076,0.500183,0.500493,0.491209,Null
1,leg,1,0.50103,0.499638,0.745505,0.499691,0.500604,0.500214,0.483751,Null
1,leg,1,0.498274,0.5003,0.744198,0.499333,0.499926,0.499923,0.479356,Null
1,leg,1,0.50127,0.500471,0.741756,0.500128,0.550265,0.500209,0.503528,ArmCurl
1,leg,1,0.524061,0.500781,0.746118,0.500263,0.54759,0.500352,0.51084,ArmCurl
1,leg,1,0.544894,0.498589,0.744285,0.499834,0.540551,0.500221,0.519851,ArmCurl
1,leg,1,0.560326,0.498932,0.747505,0.499866,0.529669,0.500339,0.482056,ArmCurl
1,leg,1,0.572955,0.497237,0.744539,0.499736,0.515065,0.499881,0.508663,ArmCurl
1,leg,1,0.576976,0.500689,0.747127,0.49995,0.499583,0.49958,0.478916,ArmCurl
1,leg,1,0.572707,0.498549,0.746584,0.500575,0.484614,0.500525,0.503355,ArmCurl
1,leg,1,0.56135,0.49965,0.746568,0.500217,0.470451,0.499896,0.544244,ArmCurl
1,leg,1,0.545984,0.501513,0.74557,0.499946,0.459737,0.500501,0.506063,ArmCurl
1,leg,1,0.522596,0.500401,0.746585,0.499556,0.452179,0.499777,0.508731,ArmCurl
1,leg,1,0.49851,0.500229,0.745524,0.500067,0.450172,0.499931,0.491329,ArmCurl
1,leg,1,0.476789,0.499596,0.746277,0.499983,0.452579,0.500154,0.491481,ArmCurl
1,leg,1,0.456909,0.500625,0.746707,0.499742,0.459312,0.499772,0.503702,ArmCurl
1,leg,1,0.437104,0.500892,0.746218,0.50023,0.470592,0.500474,0.481913,ArmCurl
1,leg,1,0.429538,0.500103,0.747326,0.49997,0.484269,0.499887,0.526989,ArmCurl
1,leg,1,0.425586,0.500393,0.745541,0.500032,0.499945,0.499924,0.486625,ArmCurl
1,leg,1,0.427695,0.499291,0.745695,0.500212,0.515786,0.500267,0.500364,ArmCurl
1,leg,1,0.437587,0.498026,0.744967,0.499736,0.529513,0.499658,0.502077,ArmCurl
1,leg,1,0.456029,0.49887,0.745556,0.500187,0.540599,0.500279,0.488929,ArmCurl
1,leg,1,0.478764,0.501155,0.742711,0.500108,0.54794,0.500511,0.493565,ArmCurl
1,leg,1,0.498068,0.498674,0.743902,0.500361,0.549617,0.500159,0.493714,ArmCurl
1,leg,1,0.520658,0.499311,0.744931,0.499777,0.547669,0.500143,0.525844,ArmCurl
1,leg,1,0.545179,0.502105,0.74638,0.500067,0.540737,0.500719,0.468422,ArmCurl
1,leg,1,0.558061,0.501293,0.745588,0.500316,0.529405,0.499657,0.491479,ArmCurl
1,leg,1,0.570455,0.49948,0.744899,0.499927,0.515327,0.499618,0.495137,ArmCurl
1,leg,1,0.575306,0.498675,0.743992,0.500199,0.50014,0.499843,0.47272,ArmCurl
1,leg,1,0.572607,0.501001,0.746132,0.499954,0.484501,0.49988,0.506523,ArmCurl
1,leg,1,0.559601,0.500183,0.74704,0.50013,0.470452,0.500331,0.522532,ArmCurl
1,leg,1,0.545681,0.49771,0.744886,0.500166,0.459616,0.499957,0.483558,ArmCurl
1,leg,1,0.52089,0.497101,0.745873,0.500234,0.452678,0.500456,0.505391,ArmCurl
1,leg,1,0.500232,0.500291,0.744685,0.50013,0.44972,0.499445,0.504152,ArmCurl
1,leg,1,0.475343,0.501595,0.745766,0.500107,0.452229,0.499856,0.492401,ArmCurl
1,leg,1,0.455474,0.500068,0.744667,0.499356,0.459402,0.499616,0.501804,ArmCurl
1,leg,1,0.437444,0.498297,0.745065,0.499676,0.470346,0.49945,0.520341,ArmCurl
1,leg,1,0.431796,0.500667,0.744299,0.5003,0.484847,0.500302,0.493946,ArmCurl
1,leg,1,0.423788,0.499555,0.746053,0.500102,0.499926,0.499976,0.504486,ArmCurl
1,leg,1,0.429364,0.499153,0.745031,0.499753,0.51568,0.499236,0.505677,ArmCurl
1,leg,1,0.439074,0.499275,0.744954,0.499961,0.52963,0.499804,0.475227,ArmCurl
1,leg,1,0.455972,0.500213,0.744857,0.499903,0.54055,0.500047,0.497444,ArmCurl
1,leg,1,0.476982,0.502363,0.748109,0.500143,0.547778,0.500036,0.501904,ArmCurl
1,leg,1,0.499554,0.501508,0.747101,0.499801,0.549562,0.500042,0.472848,ArmCurl
1,leg,1,0.524272,0.497893,0.745222,0.499937,0.54782,0.499999,0.510719,ArmCurl
1,leg,1,0.544086,0.500456,0.744425,0.500366,0.540056,0.499945,0.486495,ArmCurl
1,leg,1,0.561322,0.50063,0.746031,0.499926,0.529631,0.499937,0.494405,ArmCurl
1,leg,1,0.570778,0.500207,0.748512,0.500312,0.51557,0.500103,0.523005,ArmCurl
1,leg,1,0.578175,0.50003,0.74444,0.500158,0.500487,0.499913,0.476124,ArmCurl
1,leg,1,0.570338,0.502767,0.746403,0.499782,0.484944,0.499769,0.517741,ArmCurl
1,leg,1,0.560155,0.500614,0.744079,0.500229,0.470369,0.500104,0.499321,ArmCurl
1,leg,1,0.543137,0.500164,0.745534,0.499681,0.459628,0.500402,0.50328,ArmCurl
1,leg,1,0.525812,0.500426,0.742944,0.499754,0.451838,0.499985,0.509495,ArmCurl
1,leg,1,0.500417,0.500391,0.745072,0.499688,0.449952,0.500405,0.498363,ArmCurl
1,leg,1,0.474516,0.499744,0.746679,0.499609,0.452288,0.500064,0.468715,ArmCurl
1,leg,1,0.452819,0.500826,0.743371,0.500148,0.459228,0.500568,0.489019,ArmCurl
1,leg,1,0.439048,0.500378,0.745736,0.499926,0.470809,0.500073,0.503946,ArmCurl
1,leg,1,0.427945,0.498941,0.746871,0.499494,0.484178,0.499941,0.512723,ArmCurl
1,leg,1,0.422752,0.499002,0.745348,0.499686,0.500238,0.499711,0.506064,ArmCurl
1,leg,1,0.429252,0.500382,0.744587,0.499752,0.515619,0.500552,0.520387,ArmCurl
1,leg,1,0.440017,0.500273,0.744141,0.499926,0.529632,0.499626,0.509671,ArmCurl
1,leg,1,0.455071,0.499952,0.744238,0.500477,0.540585,0.500372,0.470491,ArmCurl
1,leg,1,0.477898,0.500155,0.743936,0.499749,0.547605,0.500309,0.507817,ArmCurl
1,leg,1,0.500438,0.502138,0.742288,0.500136,0.549817,0.5002,0.516713,ArmCurl
1,leg,1,0.522732,0.500131,0.745623,0.499589,0.547153,0.500438,0.492037,ArmCurl
1,leg,1,0.544191,0.50092,0.746203,0.499928,0.540849,0.499809,0.51914,ArmCurl
1,leg,1,0.56105,0.500424,0.744018,0.500125,0.529984,0.499644,0.538206,ArmCurl
1,leg,1,0.571757,0.500377,0.747476,0.499482,0.515425,0.499934,0.511497,ArmCurl
1,leg,1,0.574367,0.499843,0.746043,0.499523,0.49995,0.500184,0.510708,ArmCurl
1,leg,1,0.570517,0.5006,0.744495,0.500058,0.485285,0.500278,0.523727,ArmCurl
1,leg,1,0.560764,0.500006,0.744835,0.499888,0.470566,0.500187,0.493653,ArmCurl
1,leg,1,0.54313,0.500501,0.746186,0.499944,0.459608,0.499974,0.498827,ArmCurl
1,leg,1,0.521872,0.499506,0.745535,0.500015,0.452486,0.50012,0.517505,ArmCurl
1,leg,1,0.500238,0.498645,0.74584,0.499746,0.450545,0.499997,0.514885,ArmCurl
1,leg,1,0.47587,0.499338,0.745459,0.500472,0.452695,0.499944,0.515546,ArmCurl
1,leg,1,0.456313,0.500566,0.74753,0.499808,0.459655,0.499845,0.458791,ArmCurl
1,leg,1,0.440353,0.499629,0.74111,0.500255,0.470604,0.500256,0.512231,ArmCurl
1,leg,1,0.428319,0.499951,0.744144,0.500132,0.484837,0.500058,0.535898,ArmCurl
1,leg,1,0.423489,0.499552,0.746124,0.499872,0.499669,0.500096,0.48318,ArmCurl
1,leg,1,0.427797,0.501941,0.744158,0.499646,0.515601,0.499675,0.508236,ArmCurl
1,leg,1,0.440591,0.501466,0.745537,0.499722,0.529067,0.500308,0.516918,ArmCurl
1,leg,1,0.456677,0.498568,0.744915,0.49986,0.54044,0.500252,0.46839,ArmCurl
1,leg,1,0.476324,0.499986,0.745843,0.499986,0.547774,0.500148,0.467175,ArmCurl
1,leg,1,0.499795,0.499863,0.748558,0.499907,0.549888,0.500107,0.530917,ArmCurl
1,leg,1,0.523122,0.500081,0.743793,0.499764,0.547627,0.500035,0.520433,ArmCurl
1,leg,1,0.545748,0.497781,0.743628,0.500088,0.540813,0.499923,0.535808,ArmCurl
1,leg,1,0.561377,0.500776,0.745867,0.499639,0.529591,0.500394,0.502999,ArmCurl
1,leg,1,0.569483,0.501386,0.746187,0.499453,0.515206,0.499712,0.522258,ArmCurl
1,leg,1,0.574681,0.499461,0.744864,0.500105,0.499947,0.500001,0.536612,ArmCurl
1,leg,1,0.570609,0.501394,0.747383,0.500297,0.484371,0.49995,0.483499,ArmCurl
1,leg,1,0.559585,0.499981,0.744308,0.500016,0.470632,0.500472,0.483099,ArmCurl
1,leg,1,0.545412,0.499084,0.743645,0.499745,0.459732,0.499855,0.478509,ArmCurl
1,leg,1,0.521999,0.500276,0.744137,0.500377,0.45238,0.49988,0.492377,ArmCurl
1,leg,1,0.502117,0.498018,0.74388,0.50022,0.449857,0.500204,0.469317,ArmCurl
1,leg,1,0.479511,0.49924,0.745643,0.49993,0.452761,0.500351,0.499283,ArmCurl
1,leg,1,0.456333,0.502649,0.745758,0.500014,0.459469,0.499792,0.516443,ArmCurl
1,leg,1,0.438886,0.499356,0.746548,0.499769,0.470688,0.50033,0.509841,ArmCurl
1,leg,1,0.428666,0.498509,0.746396,0.499404,0.484615,0.499795,0.484802,ArmCurl
1,leg,1,0.422519,0.499064,0.745349,0.500281,0.499891,0.499717,0.497521,ArmCurl
1,leg,1,0.42876,0.498096,0.746703,0.499983,0.515084,0.500167,0.52134,ArmCurl
1,leg,1,0.440419,0.498755,0.746342,0.500069,0.529299,0.50016,0.521423,ArmCurl
1,leg,1,0.455356,0.50064,0.745554,0.500712,0.540593,0.499921,0.510099,ArmCurl
1,leg,1,0.476582,0.498581,0.745044,0.500132,0.54753,0.499824,0.516601,ArmCurl
1,leg,1,0.501941,0.498497,0.744867,0.499929,0.550531,0.500269,0.475622,ArmCurl
1,leg,1,0.523401,0.499469,0.744339,0.500275,0.547449,0.499895,0.486467,ArmCurl
1,leg,1,0.544328,0.500441,0.744911,0.499793,0.540731,0.499768,0.478552,ArmCurl
1,leg,1,0.560658,0.500154,0.743282,0.5001,0.529104,0.499783,0.51837,ArmCurl
1,leg,1,0.56971,0.499297,0.743656,0.499703,0.515539,0.500434,0.521038,ArmCurl
1,leg,1,0.574282,0.499008,0.745302,0.500103,0.499814,0.499622,0.491425,ArmCurl
1,leg,1,0.57235,0.500476,0.744764,0.49954,0.484674,0.50005,0.537355,ArmCurl
1,leg,1,0.560253,0.499989,0.744725,0.499931,0.470464,0.499779,0.507549,ArmCurl
1,leg,1,0.545786,0.50047,0.746033,0.500025,0.459711,0.500357,0.472408,ArmCurl
1,leg,1,0.525,0.500445,0.746177,0.500088,0.452457,0.499824,0.487822,ArmCurl
1,leg,1,0.500496,0.49686,0.745422,0.50036,0.450063,0.500039,0.462755,ArmCurl
1,leg,1,0.478483,0.501452,0.746285,0.500176,0.452442,0.499882,0.507421,ArmCurl
1,leg,1,0.455342,0.500394,0.744741,0.499905,0.459668,0.500265,0.514117,ArmCurl
1,leg,1,0.438468,0.500419,0.74595,0.499906,0.470354,0.500304,0.475747,ArmCurl
1,leg,1,0.428687,0.49689,0.745399,0.4996,0.484432,0.499674,0.482302,ArmCurl
1,leg,1,0.426291,0.49895,0.74322,0.499838,0.499479,0.500243,0.494978,ArmCurl
1,leg,1,0.431658,0.498947,0.747995,0.500628,0.515506,0.500106,0.525271,ArmCurl
1,leg,1,0.438271,0.497959,0.746102,0.499809,0.529491,0.500038,0.478651,ArmCurl
1,leg,1,0.457205,0.498159,0.746224,0.499795,0.540205,0.500292,0.502429,ArmCurl
1,leg,1,0.47733,0.500384,0.745429,0.499723,0.547501,0.499831,0.478605,ArmCurl
1,leg,1,0.500393,0.501154,0.746305,0.499979,0.55027,0.500211,0.506688,ArmCurl
1,leg,1,0.524067,0.499888,0.744592,0.500133,0.54717,0.500367,0.510251,ArmCurl
1,leg,1,0.544948,0.499069,0.747551,0.499968,0.540511,0.500365,0.485236,ArmCurl
1,leg,1,0.5594,0.499927,0.744521,0.499952,0.529806,0.50014,0.471876,ArmCurl
1,leg,1,0.571303,0.499761,0.744695,0.500196,0.515453,0.49973,0.504085,ArmCurl
1,leg,1,0.574949,0.497416,0.744943,0.500009,0.499827,0.500097,0.479149,ArmCurl
